ID,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
210,Boruto: Naruto Next Generations,2001,7.1,"16,068","Animation, Action, Adventure",23,Series,TV014,221,None,Moderate,Mild,Mild,Moderate
211,Zodiac,2007,7.7,"499,163","Crime, Drama, Mystery",157,Film,R,0,Mild,Moderate,Moderate,Moderate,Severe
212,Supergirl,2007,6.2,"117,623","Action, Adventure, Drama",43,Series,TV0PG,126,Mild,Mild,Mild,Mild,Mild
213,Snake Eyes: G.I. Joe Origins,2021,5.4,"24,928","Action, Adventure, Fantasy",121,Film,PG013,0,None,Moderate,Moderate,Mild,Moderate
214,The Addams Family,1991,6.9,"143,815","Comedy, Fantasy",99,Film,PG013,0,Mild,Moderate,Mild,Mild,Mild
215,Brassic,1991,8.3,"6,334","Comedy, Drama",43,Series,TV0MA,20,Moderate,Moderate,Severe,Severe,Mild
216,Sons of Anarchy,1991,8.5,"275,596","Crime, Drama, Thriller",45,Series,TV0MA,92,Moderate,Severe,Moderate,Severe,Severe
217,Midsommar,2019,7.1,"256,462","Drama, Horror, Mystery",148,Film,R,0,Severe,Severe,Moderate,Severe,Severe
218,Spencer,2021,6.7,"1,044","Biography, Drama, Romance",111,Film,R,0,Severe,None,Severe,Moderate,Severe
219,Chapelwaite,2021,7.5,"3,531","Drama, Horror, Mystery",None,Series,TV0MA,10,None,Severe,Mild,Mild,Moderate
220,Dave Chappelle: The Closer,2021,8.1,"12,454",Comedy,72,Film,TV0MA,0,Moderate,None,Severe,Mild,Mild
221,Kin,2021,7.7,"1,415","Crime, Drama",None,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate
222,The Wheel of Time,2021,No Rate,No Votes,"Action, Adventure, Drama",60,Series,None,7,No Rate,No Rate,No Rate,No Rate,No Rate
223,Avengers: Endgame,2019,8.4,"947,812","Action, Adventure, Drama",181,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
224,Cyrano,2021,6.9,86,"Drama, Musical, Romance",124,Film,PG013,0,No Rate,No Rate,No Rate,No Rate,No Rate
225,Blue Bloods,2021,7.6,"35,262","Crime, Drama, Mystery",43,Series,TV014,239,None,Moderate,Mild,Mild,Mild
226,Dexter: New Blood,2021,No Rate,No Votes,Drama,None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
227,Wrath of Man,2021,7.2,"117,483","Action, Crime, Thriller",119,Film,R,0,Mild,Severe,Severe,Mild,Severe
228,Hocus Pocus 2,2022,No Rate,No Votes,"Comedy, Family, Fantasy",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
229,Community,2022,8.5,"237,389",Comedy,22,Series,TV014,110,Mild,None,Mild,Mild,None
230,The Duff,2015,6.5,"89,023","Comedy, Romance",101,Film,PG013,0,Mild,Mild,Moderate,Mild,None
231,NCIS: Hawai'i,2015,5.4,"1,734","Action, Crime, Mystery",None,Series,TV014,7,No Rate,No Rate,No Rate,No Rate,No Rate
232,Family Guy,2015,8.1,"316,718","Animation, Comedy",22,Series,(Banned),376,Moderate,Severe,Severe,Moderate,Mild
233,Evil,2015,7.7,"18,024","Crime, Drama, Horror",42,Series,TV014,27,Mild,Moderate,Mild,No Rate,Moderate
234,A Nightmare on Elm Street,1984,7.5,"218,811",Horror,91,Film,R,0,Mild,Severe,Moderate,Mild,Severe
235,Tenet,2020,7.4,"427,885","Action, Sci0Fi, Thriller",150,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
236,Survive the Game,2021,5.5,"1,935","Action, Thriller",97,Film,R,0,No Rate,No Rate,No Rate,No Rate,No Rate
237,New Girl,2021,7.7,"205,005",Comedy,22,Series,TV014,146,Moderate,None,Mild,Mild,None
238,Busanhaeng,2016,7.6,"190,528","Action, Horror, Thriller",118,Film,Not Rated,0,None,Severe,Mild,None,Severe
239,FBI: International,2016,6.1,"1,354","Crime, Drama",None,Series,TV014,5,Mild,Moderate,Moderate,Mild,Moderate
240,Killing Eve,2016,8.2,"97,938","Action, Adventure, Drama",42,Series,TV014,32,Mild,Moderate,Mild,Mild,Moderate
241,Dark,2016,8.8,"325,113","Crime, Drama, Mystery",60,Series,TV0MA,26,Moderate,Moderate,Moderate,Mild,Moderate
242,Hotel Transylvania: Transformania,2022,6.9,316,"Animation, Adventure, Comedy",None,Film,PG,0,None,Severe,Severe,Severe,Severe
243,Pretty Smart,2022,5.9,"1,581","Comedy, Drama, Romance",30,Series,TV014,10,Moderate,None,Moderate,Mild,None
244,Heels,2022,8.2,"4,027","Drama, Sport",60,Series,TV0MA,8,Moderate,Moderate,Moderate,No Rate,No Rate
245,Stargirl,2022,7.2,"14,256","Action, Adventure, Crime",566,Series,TV0PG,27,None,Moderate,Mild,Mild,None
246,This Is Us,2022,8.6,"119,228","Comedy, Drama, Romance",45,Series,TV014,89,Mild,None,Mild,Mild,Mild
247,Gladiator,2000,8.5,"1,403,705","Action, Adventure, Drama",155,Film,R,0,Mild,Severe,Mild,None,Severe
248,Kota Factory,2000,9.2,"61,652","Comedy, Drama",45,Series,TV014,10,None,None,Mild,Mild,None
249,Escape Room: Tournament of Champions,2021,5.8,"24,494","Action, Adventure, Horror",88,Film,PG013,0,None,Mild,Mild,None,Moderate
250,The 100,2021,7.6,"231,713","Drama, Mystery, Sci0Fi",43,Series,TV014,100,Mild,Moderate,Mild,Mild,Moderate
251,GoldenEye,1995,7.2,"247,470","Action, Adventure, Thriller",130,Film,PG013,0,Moderate,Moderate,Mild,Mild,Moderate
252,The Godfather,1972,9.2,"1,709,439","Crime, Drama",175,Film,R,0,Moderate,Severe,Moderate,Mild,Moderate
253,Rocketman,2019,7.3,"159,046","Biography, Drama, Music",121,Film,R,0,Moderate,Mild,Moderate,Severe,Moderate
254,Chucky,2019,7.6,"1,976","Horror, Mystery, Thriller",None,Series,TV0MA,10,None,Severe,Severe,Mild,Severe
255,Good Witch,2019,7.3,"9,034","Comedy, Drama, Fantasy",48,Series,TV0PG,76,None,None,None,None,None
256,Sex/Life,2019,5.3,"16,568","Comedy, Drama, Romance",None,Series,TV0MA,9,Severe,None,Moderate,Mild,None
257,Buffy the Vampire Slayer,2019,8.2,"137,622","Action, Drama, Fantasy",44,Series,TV014,145,Moderate,Moderate,Mild,Mild,Moderate
258,Beetle Juice,1988,7.5,"277,189","Comedy, Fantasy",92,Film,PG,0,Mild,Moderate,Moderate,Mild,Moderate
259,Magnum P.I.,1988,5.9,"10,579","Action, Adventure, Crime",43,Series,TV014,61,None,Mild,Mild,Mild,Mild
260,Friendzone,2021,5.9,"1,379","Comedy, Romance",88,Film,TV0MA,0,Moderate,None,Mild,Mild,None
261,The Nightmare Before Christmas,1993,8,"311,747","Animation, Family, Fantasy",76,Film,PG,0,None,Mild,None,None,Moderate
262,Interstellar,2014,8.6,"1,624,116","Adventure, Drama, Sci0Fi",169,Film,PG013,0,None,Mild,Mild,None,Moderate
263,The Rocky Horror Picture Show,1975,7.4,"139,351","Comedy, Horror, Musical",100,Film,R,0,Moderate,Mild,Mild,Mild,Mild
264,Pig,2021,6.9,"33,733","Drama, Thriller",92,Film,R,0,None,Moderate,Moderate,Mild,Moderate
265,The Orville,2021,8,"64,211","Adventure, Comedy, Drama",44,Series,TV014,37,Mild,Mild,Mild,Mild,Mild
266,Endeavour,2021,8.6,"21,802","Crime, Drama, Mystery",89,Series,TV014,33,Mild,Moderate,Mild,Mild,Mild
267,Batoru rowaiaru,2000,7.6,"176,302","Action, Adventure, Drama",114,Film,Not Rated,0,Mild,Severe,Mild,Mild,Severe
268,Homeland,2000,8.3,"326,240","Crime, Drama, Mystery",55,Series,TV0MA,96,Severe,Moderate,Moderate,Mild,Moderate
269,Halloween,2007,6.1,"113,922",Horror,109,Film,R,0,Severe,Severe,Severe,Mild,Severe
270,Knock Knock,2015,4.9,"89,175","Drama, Thriller",99,Film,R,0,Severe,Moderate,Severe,Mild,Moderate
271,The Dark Knight,2008,9,"2,428,117","Action, Crime, Drama",152,Film,PG013,0,None,Moderate,Mild,Mild,Severe
272,Two and a Half Men,2008,7,"249,542","Comedy, Romance",22,Series,TV014,262,Moderate,Mild,Moderate,Severe,None
273,The Prot̩g̩,2021,6.1,"13,778","Action, Crime, Thriller",109,Film,R,0,Mild,Severe,Moderate,Mild,Moderate
274,I Know What You Did Last Summer,2021,5.1,"1,135","Horror, Mystery, Thriller",45,Series,TV014,8,Moderate,Moderate,Severe,Severe,Severe
275,Parks and Recreation,2021,8.6,"233,155",Comedy,22,Series,TV014,124,Mild,Mild,Mild,Mild,None
276,Star Trek: Lower Decks,2021,7.2,"12,261","Animation, Action, Adventure",25,Series,TV0MA,30,Mild,Moderate,Mild,Mild,Mild
277,One Piece: Wan p̨su,2021,8.8,"86,612","Animation, Action, Adventure",24,Series,TV014,995,Mild,Moderate,Mild,Moderate,Moderate
278,Ghostbusters: Afterlife,2021,No Rate,No Votes,"Comedy, Fantasy",None,Film,PG013,0,No Rate,No Rate,No Rate,No Rate,No Rate
279,A Quiet Place Part II,2020,7.3,"165,973","Drama, Horror, Sci0Fi",97,Film,PG013,0,None,Moderate,Mild,None,Severe
280,Cobra Kai,2020,8.6,"127,699","Action, Comedy, Drama",30,Series,TV014,41,Mild,Moderate,Moderate,Moderate,Mild
281,FBI: Most Wanted,2020,6.8,"5,342","Action, Crime, Drama",45,Series,TV014,34,Mild,Moderate,Mild,Moderate,Moderate
282,Don't Breathe 2,2021,6.1,"29,241","Action, Drama, Horror",98,Film,R,0,None,Severe,Moderate,Mild,Severe
283,House of Wax,2005,5.4,"119,934","Horror, Thriller",113,Film,R,0,Mild,Severe,Moderate,Mild,Severe
284,Wonder Woman 1984,2020,5.4,"233,753","Action, Adventure, Fantasy",151,Film,PG013,0,Mild,Mild,Mild,None,Mild
285,Zack Snyder's Justice League,2021,8.1,"340,603","Action, Adventure, Fantasy",242,Film,R,0,None,Moderate,Mild,Mild,Moderate
286,A Million Little Things,2021,7.9,"10,844","Comedy, Drama, Romance",43,Series,TV014,63,Mild,None,Mild,Mild,Mild
287,Reservation Dogs,2021,8.2,"5,946","Comedy, Crime",30,Series,TV0MA,9,None,None,Severe,Mild,No Rate
288,Mad Men,2021,8.6,"220,406",Drama,47,Series,TV014,92,Moderate,Mild,Mild,Severe,Mild
289,Killers of the Flower Moon,2021,No Rate,No Votes,"Crime, Drama, History",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
290,The Goldbergs,2021,8,"34,243",Comedy,22,Series,TV0PG,192,Mild,None,Mild,Mild,None
291,Nobody,2021,7.4,"164,357","Action, Crime, Drama",92,Film,R,0,None,Severe,Severe,Mild,Severe
292,The Tomorrow War,2021,6.6,"170,217","Action, Adventure, Drama",138,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
293,1917,2019,8.3,"497,055","Action, Drama, War",119,Film,R,0,None,Severe,Moderate,Mild,Severe
294,Cowboy Bebop,2019,No Rate,No Votes,"Action, Adventure, Crime",None,Series,TV014,10,No Rate,No Rate,No Rate,No Rate,No Rate
295,Sweet Home,2019,7.4,"14,574","Drama, Fantasy, Horror",52,Series,TV0MA,10,None,Severe,Moderate,Moderate,Severe
296,The 355,2022,No Rate,No Votes,"Action, Thriller",None,Film,PG013,0,No Rate,No Rate,No Rate,No Rate,No Rate
297,Station 19,2022,6.7,"11,053","Action, Drama, Romance",60,Series,TV014,63,Mild,Moderate,Mild,Mild,Moderate
298,Law & Order,2022,7.7,"33,951","Crime, Drama, Mystery",45,Series,TV014,457,Mild,Moderate,Mild,Moderate,Moderate
299,The Hunger Games,2012,7.2,"874,403","Action, Adventure, Sci0Fi",142,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
300,Jennifer's Body,2009,5.3,"125,403","Comedy, Horror",102,Film,R,0,Mild,Severe,Severe,Mild,Severe
301,Prison Break,2009,8.3,"499,859","Action, Crime, Drama",44,Series,TV014,90,Mild,Moderate,Mild,Mild,Moderate
302,House of Gucci,2021,No Rate,No Votes,"Crime, Drama, Thriller",None,Film,R,0,No Rate,No Rate,No Rate,No Rate,No Rate
303,Outer Banks,2021,7.6,"36,571","Action, Crime, Drama",50,Series,TV0MA,20,Mild,Mild,Moderate,Moderate,Moderate
304,Braqueurs,2021,7,"1,440","Action, Crime, Drama",44,Series,TV0MA,6,Mild,Severe,Severe,Severe,Mild
305,The Power of the Dog,2021,6.6,"2,853","Drama, Romance, Western",126,Film,R,0,Moderate,Mild,Mild,Moderate,Mild
306,Halloween II,1981,6.5,"81,417",Horror,92,Film,R,0,Moderate,Severe,Moderate,Mild,Severe
307,Sherlock,1981,9.1,"853,642","Crime, Drama, Mystery",88,Series,TV014,15,Mild,Moderate,Mild,Moderate,Moderate
308,Trick 'r Treat,2007,6.8,"86,032","Comedy, Horror",82,Film,R,0,Moderate,Severe,Moderate,Mild,Moderate
309,Prisoners,2013,8.1,"641,220","Crime, Drama, Mystery",153,Film,R,0,None,Severe,Severe,Mild,Severe
310,Hereditary,2018,7.3,"270,994","Drama, Horror, Mystery",127,Film,R,0,Moderate,Severe,Moderate,Moderate,Severe
311,Black as Night,2021,3.9,"1,087","Drama, Horror, Thriller",87,Film,Not Rated,0,None,Mild,Moderate,Moderate,Moderate
312,The Good Girl,2002,6.4,"44,437","Drama, Romance",93,Film,R,0,Moderate,Moderate,Moderate,Moderate,Mild
313,Teen Wolf,2002,7.6,"136,164","Action, Drama, Fantasy",41,Series,TV014,100,Mild,Moderate,Mild,Mild,Moderate
314,Dr. Death,2021,7.7,"7,648","Crime, Drama, Thriller",None,Series,TV0MA,8,Moderate,Moderate,Severe,Moderate,Mild
315,It,2017,7.3,"491,621",Horror,135,Film,R,0,Mild,Severe,Severe,Mild,Severe
316,The Father,2020,8.3,"101,279",Drama,97,Film,PG013,0,None,Mild,Mild,Mild,Moderate
317,Die Another Day,2002,6.1,"212,253","Action, Adventure, Thriller",133,Film,PG013,0,Moderate,Moderate,Mild,Mild,Moderate
318,Call the Midwife,2002,8.5,"22,472","Drama, History",60,Series,TV0PG,89,None,Mild,None,Mild,Mild
319,Inception,2010,8.8,"2,178,860","Action, Adventure, Sci0Fi",148,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
320,Doctor Sleep,2019,7.3,"167,153","Drama, Fantasy, Horror",152,Film,R,0,Mild,Severe,Moderate,Moderate,Severe
321,Pulp Fiction,1994,8.9,"1,915,230","Crime, Drama",154,Film,R,0,Moderate,Severe,Severe,Severe,Moderate
322,Ask 101,1994,7.5,"12,077","Comedy, Drama, Romance",40,Series,TV014,16,Mild,Mild,Severe,Moderate,Mild
323,The Departed,2006,8.5,"1,244,747","Crime, Drama, Thriller",151,Film,R,0,Moderate,Severe,Severe,Moderate,Severe
324,Spider0Man,2002,7.3,"728,050","Action, Adventure, Sci0Fi",121,Film,PG013,0,Mild,Moderate,Mild,None,Moderate
325,Euphoria,2002,8.4,"79,994",Drama,55,Series,TV0MA,15,Severe,Moderate,Severe,Severe,Severe
326,The Umbrella Academy,2002,8,"182,838","Action, Adventure, Comedy",60,Series,TV014,30,Mild,Moderate,Mild,Moderate,Mild
327,Once Upon a Time,2002,7.7,"214,885","Adventure, Fantasy, Romance",60,Series,TV0PG,156,Mild,Mild,Mild,Mild,Mild
328,Reminiscence,2021,5.9,"36,510","Mystery, Romance, Sci0Fi",116,Film,PG013,0,Mild,Moderate,Mild,Moderate,Moderate
329,Hollington Drive,2021,4.6,254,Thriller,60,Series,None,4,No Rate,No Rate,No Rate,No Rate,No Rate
330,Heartland,2021,8.4,"13,006","Drama, Family",45,Series,TV0PG,225,None,Mild,Mild,Mild,None
331,Boku no h̨r̫ akademia,2021,8.4,"48,172","Animation, Action, Adventure",24,Series,TV014,117,Mild,Moderate,Mild,None,Mild
332,Knives Out 2,2022,No Rate,No Votes,"Comedy, Crime, Drama",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
333,Scary Movie,2000,6.2,"243,587",Comedy,88,Film,R,0,Severe,Severe,Severe,Moderate,Moderate
334,South Park,2000,8.7,"345,100","Animation, Comedy",22,Series,TV0MA,311,Severe,Severe,Severe,Severe,Moderate
335,Turner & Hooch,2000,6.6,"2,625","Comedy, Drama, Family",None,Series,TV0PG,12,Mild,Mild,None,None,Moderate
336,Mortal Kombat,2021,6.1,"145,124","Action, Adventure, Fantasy",110,Film,R,0,None,Severe,Severe,Mild,Severe
337,Ghostbusters,1984,7.8,"374,701","Action, Comedy, Fantasy",105,Film,PG,0,Mild,Mild,Moderate,Mild,Mild
338,Locke & Key,1984,7.4,"51,137","Drama, Fantasy, Horror",48,Series,TV014,24,Mild,Moderate,Mild,Mild,Mild
339,The Sinner,1984,7.9,"99,632","Crime, Drama, Mystery",45,Series,TV0MA,29,Moderate,Moderate,Moderate,Moderate,Severe
340,Fight Club,1999,8.8,"1,948,261",Drama,139,Film,R,0,Moderate,Severe,Severe,Moderate,Severe
341,Rakka,2017,7.4,"7,037","Short, Horror, Sci0Fi",22,Film,Not Rated,0,No Rate,Severe,Moderate,Mild,No Rate
342,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,"1,736,338","Action, Adventure, Drama",178,Film,PG013,0,None,Moderate,None,Mild,Moderate
343,Help,2021,8,"4,320",Drama,98,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
344,Mean Girls,2004,7,"356,752",Comedy,97,Film,PG013,0,Moderate,Mild,Moderate,Mild,Mild
345,Daredevil,2004,8.6,"382,011","Action, Crime, Drama",54,Series,TV0MA,39,Mild,Severe,Moderate,Mild,Severe
346,The Shining,1980,8.4,"946,683","Drama, Horror",146,Film,R,0,Moderate,Severe,Moderate,Mild,Severe
347,Star Trek: Deep Space Nine,1980,8,"57,362","Action, Adventure, Drama",45,Series,TV0PG,173,Mild,Moderate,Mild,Mild,Moderate
348,Dr. No,1962,7.2,"157,817","Action, Adventure, Thriller",110,Film,PG,0,Mild,Mild,Mild,Mild,Mild
349,Hawaii Five00,1962,7.3,"69,783","Action, Crime, Drama",42,Series,TV014,240,Mild,Moderate,None,Mild,Moderate
350,Arrow,1962,7.5,"418,232","Action, Adventure, Crime",42,Series,TV014,170,Mild,Moderate,Mild,Moderate,Moderate
351,L̩on,1994,8.5,"1,085,586","Action, Crime, Drama",110,Film,R,0,Mild,Severe,Moderate,Moderate,Moderate
352,The Manor,2021,5.3,"1,677",Horror,81,Film,Not Rated,0,None,None,Mild,None,Mild
353,Bosch,2021,8.4,"58,565","Crime, Drama",51,Series,TV0MA,68,Moderate,Moderate,Moderate,Moderate,Moderate
354,South of Heaven,2021,5.7,376,"Action, Crime, Drama",120,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
355,Encanto,2021,No Rate,No Votes,"Animation, Adventure, Comedy",None,Film,PG,0,No Rate,No Rate,No Rate,No Rate,No Rate
356,Don't Look Up,2021,No Rate,No Votes,"Comedy, Drama, Sci0Fi",145,Film,R,0,No Rate,No Rate,No Rate,No Rate,No Rate
357,Legends of Tomorrow,2021,6.8,"97,989","Action, Adventure, Drama",42,Series,TV014,104,Mild,Moderate,Mild,Mild,Mild
358,Bingo Hell,2021,4.3,"1,139","Comedy, Fantasy, Horror",85,Film,Not Rated,0,None,Moderate,Moderate,Mild,Mild
359,Django Unchained,2012,8.4,"1,432,853","Drama, Western",165,Film,R,0,Moderate,Severe,Severe,Mild,Severe
360,Zhang jin hu,2021,5.2,646,"Action, Drama, War",176,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
361,Friday the 13th,1980,6.4,"129,391","Horror, Mystery, Thriller",95,Film,R,0,Moderate,Severe,Mild,Mild,Severe
362,Gone Girl,2014,8.1,"912,613","Drama, Mystery, Thriller",149,Film,R,0,Severe,Severe,Severe,Mild,Severe
363,Bob's Burgers,2014,8.1,"71,250","Animation, Comedy",22,Series,TV0PG,222,Mild,Mild,Mild,Mild,None
364,Truth Be Told,2014,7.1,"9,465","Crime, Drama, Mystery",45,Series,TV0MA,18,Mild,No Rate,Moderate,No Rate,No Rate
365,Virgin River,2014,7.4,"30,823","Drama, Romance",44,Series,TV014,32,Mild,Mild,Mild,Mild,Mild
366,"If I Can't Have Love, I Want Power",2021,7,"1,061","Drama, Fantasy, Horror",53,Film,R,0,Severe,Moderate,Mild,Mild,Mild
367,SEAL Team,2021,7.6,"19,476","Action, Drama, War",43,Series,TV014,94,None,Moderate,Moderate,Mild,Moderate
368,Poltergeist,1982,7.3,"152,037","Horror, Thriller",114,Film,PG,0,Mild,Moderate,Mild,Moderate,Severe
369,The Silence of the Lambs,1991,8.6,"1,336,681","Crime, Drama, Thriller",118,Film,R,0,Moderate,Severe,Moderate,None,Severe
370,Love & Other Drugs,2010,6.7,"190,511","Comedy, Drama, Romance",112,Film,R,0,Severe,Mild,Severe,Moderate,Mild
371,Saturday Night Live,2010,8,"45,651","Comedy, Music",90,Series,TV014,915,Moderate,Mild,Moderate,Moderate,None
372,Star Trek: Discovery,2010,7.2,"103,517","Action, Adventure, Drama",60,Series,TV014,53,Mild,Moderate,Moderate,None,Moderate
373,Red Rocket,2021,7.4,512,"Comedy, Drama",128,Film,R,0,Severe,No Rate,No Rate,No Rate,Mild
374,Scrubs,2021,8.3,"244,809","Comedy, Drama",22,Series,TV014,182,Mild,Mild,Mild,Mild,Mild
375,Hush,2016,6.6,"117,663","Horror, Thriller",82,Film,R,0,None,Severe,Moderate,None,Severe
376,Line of Duty,2016,8.7,"49,699","Crime, Drama, Mystery",60,Series,TV014,36,Mild,Severe,Mild,Mild,Moderate
377,Gunpowder Milkshake,2021,6,"30,807","Action, Crime, Thriller",114,Film,R,0,None,Severe,Moderate,Mild,Moderate
378,Pleasure,2021,6.9,698,Drama,109,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
379,Agents of S.H.I.E.L.D.,2021,7.5,"207,705","Action, Adventure, Drama",45,Series,TV0PG,136,Mild,Moderate,Mild,Mild,Moderate
380,The Good Place,2021,8.2,"133,186","Comedy, Drama, Fantasy",22,Series,TV0PG,50,Mild,Mild,Mild,Mild,None
381,Candyman,1992,6.7,"83,944","Horror, Thriller",99,Film,R,0,Moderate,Severe,Moderate,Mild,Severe
382,True Blood,1992,7.8,"235,708","Drama, Fantasy, Mystery",55,Series,TV0MA,81,Severe,Severe,Severe,Moderate,Moderate
383,Shadow and Bone,1992,7.7,"66,152","Action, Adventure, Drama",None,Series,TV014,16,Mild,Moderate,None,Mild,Moderate
384,How to Get Away with Murder,1992,8.1,"139,455","Crime, Drama, Mystery",43,Series,TV014,90,Moderate,Moderate,Mild,Moderate,Moderate
385,Thir13en Ghosts,2001,5.6,"83,586","Fantasy, Horror",91,Film,R,0,Moderate,Severe,Moderate,None,Severe
386,The Fall,2001,8.1,"93,338","Crime, Drama, Thriller",60,Series,TV0MA,17,Severe,Moderate,Moderate,Moderate,Severe
387,Mad Max: Fury Road,2015,8.1,"930,996","Action, Adventure, Sci0Fi",120,Film,R,0,Mild,Moderate,Mild,Mild,Moderate
388,Mindhunter,2015,8.6,"244,658","Crime, Drama, Thriller",60,Series,TV0MA,19,Severe,Severe,Moderate,Mild,Moderate
389,Man on Fire,2004,7.7,"345,641","Action, Crime, Drama",146,Film,R,0,Mild,Severe,Moderate,Mild,Severe
390,Tusk,2014,5.3,"49,430","Comedy, Drama, Horror",102,Film,R,0,Moderate,Severe,Severe,Mild,Severe
391,Red Election,2014,6.1,252,Thriller,None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
392,The World Is Not Enough,1999,6.4,"194,551","Action, Adventure, Crime",128,Film,PG013,0,Moderate,Moderate,Mild,Mild,Moderate
393,Halloweentown,1998,6.7,"15,617","Adventure, Comedy, Family",84,Film,TV0G,0,None,Mild,None,None,Mild
394,Invincible,1998,8.7,"92,233","Animation, Action, Adventure",50,Series,TV0MA,13,Mild,Severe,Moderate,Mild,Severe
395,Perry Mason,1998,8.2,"6,949","Crime, Drama, Mystery",60,Series,TV0PG,271,None,None,None,Mild,None
396,Chesapeake Shores,1998,7.5,"6,379","Drama, Family",42,Series,TV0PG,45,No Rate,No Rate,No Rate,No Rate,No Rate
397,Star Trek: Voyager,1998,7.8,"63,551","Action, Adventure, Sci0Fi",44,Series,TV0PG,168,None,Mild,None,Mild,Moderate
398,Creepshow,1998,7.1,"5,933","Fantasy, Horror, Mystery",44,Series,TV0MA,19,Mild,Severe,Severe,Moderate,Severe
399,On Her Majesty's Secret Service,1969,6.7,"86,280","Action, Adventure, Thriller",142,Film,PG,0,Mild,Moderate,Mild,Mild,Moderate
400,Grown Ups,2010,6,"237,673",Comedy,102,Film,PG013,0,Mild,Mild,Mild,Mild,None
401,Fear Street: 1994,2021,6.2,"65,629","Drama, Horror, Mystery",107,Film,R,0,Mild,Severe,Moderate,Moderate,Moderate
402,Goodfellas,1990,8.7,"1,074,102","Biography, Crime, Drama",146,Film,R,0,Mild,Severe,Severe,Severe,Severe
403,Mom,1990,7.2,"31,440","Comedy, Drama, Romance",30,Series,TV014,170,Moderate,None,Mild,Moderate,None
404,Army of Thieves,2021,No Rate,No Votes,"Action, Comedy, Crime",127,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
405,The Big Leap,2021,6.8,899,"Comedy, Drama",None,Series,TV014,6,No Rate,No Rate,No Rate,No Rate,No Rate
406,Inglourious Basterds,2009,8.3,"1,338,008","Adventure, Drama, War",153,Film,R,0,Mild,Severe,Severe,Mild,Severe
407,CODA,2021,8.1,"21,506","Drama, Music",111,Film,PG013,0,Mild,None,Moderate,Mild,None
408,The Goonies,1985,7.8,"256,589","Adventure, Comedy, Family",114,Film,PG,0,Mild,Mild,Moderate,Mild,Mild
409,"Murder, She Wrote",1985,7,"21,413","Crime, Drama, Mystery",50,Series,TV0PG,264,None,Mild,Mild,Mild,Mild
410,The Fifth Element,1997,7.7,"450,359","Action, Adventure, Sci0Fi",126,Film,PG013,0,Moderate,Mild,Mild,Mild,Mild
